workflow,frontier_status,opportunity_taxonomy,consolidated_speedup_exponent,mode_switch_overhead,worker_count,criticality_threshold,flowmorph_latency,best_static_latency,best_static_oracle_latency,regret,winner,best_static_scheduler,best_static_oracle_scheduler,mode_switch_count,fixed_worker_pool_latency,always_parallel_latency,always_consolidated_latency,static_split_resource_latency
parallel_chains,frontier_positive,frontier_only,0.35,2.0,16,2.0,23.562833506327493,24.798000000000002,24.798000000000002,-0.04980911741561855,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,28.708429627990192,25.31446547378954
trading,frontier_positive,frontier_only,0.35,2.0,16,2.0,28.566523699352906,33.946,33.946,-0.15847158135412398,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,85.57811520346033,38.96447318224111
software_dev,frontier_positive,frontier_only,0.35,2.0,16,2.0,30.96367047574574,34.851972228311304,34.851972228311304,-0.11156618991584588,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,35.91187261033086,34.851972228311304
mapreduce,frontier_positive,frontier_only,0.35,5.0,4,0.8,18.04246059641605,15.878,15.878,0.1363182136551233,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,24.685676631978914,24.658913992291623
debate,frontier_positive,frontier_and_phase,0.35,5.0,4,0.8,43.47087969665091,31.85,31.85,0.3648627848242043,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,60.41471865166174,61.505249069690876
reflection,frontier_positive,frontier_only,0.35,5.0,4,0.8,26.225402991152727,21.652136797497043,21.652136797497043,0.21121546738908226,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,21.652136797497043,27.51426042424478
iterative,weak,weak,0.35,5.0,4,0.8,91.688,56.44058448538435,56.44058448538435,0.624504792712471,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,56.44058448538435,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,5.0,4,0.8,31.31446547378954,24.798000000000002,24.798000000000002,0.26278189667672947,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,46.63698152191878,59.28197415176144
trading,frontier_positive,frontier_only,0.35,5.0,4,0.8,78.1524731822411,73.536,73.536,0.06277841033291298,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,139.02205829932132,190.58728339651265
software_dev,frontier_positive,frontier_only,0.35,5.0,4,0.8,43.4219722283113,35.22,35.22,0.23287825747618673,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,58.3390091707622,83.88216727741857
mapreduce,frontier_positive,frontier_only,0.35,5.0,4,1.5,18.04246059641605,15.878,15.878,0.1363182136551233,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,24.685676631978914,38.76446059641606
debate,frontier_positive,frontier_and_phase,0.35,5.0,4,1.5,43.47087969665091,31.85,31.85,0.3648627848242043,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,60.41471865166174,96.7048796966509
reflection,frontier_positive,frontier_only,0.35,5.0,4,1.5,26.225402991152727,21.652136797497043,21.652136797497043,0.21121546738908226,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,21.652136797497043,37.38340299115273
iterative,weak,weak,0.35,5.0,4,1.5,91.688,56.44058448538435,56.44058448538435,0.624504792712471,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,56.44058448538435,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,5.0,4,1.5,31.31446547378954,24.798000000000002,24.798000000000002,0.26278189667672947,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,46.63698152191878,72.9549595810636
trading,frontier_positive,frontier_only,0.35,5.0,4,1.5,78.1524731822411,73.536,73.536,0.06277841033291298,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,139.02205829932132,205.7988856210276
software_dev,frontier_positive,frontier_only,0.35,5.0,4,1.5,43.4219722283113,35.22,35.22,0.23287825747618673,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,58.3390091707622,86.31981072124316
mapreduce,frontier_positive,frontier_only,0.35,5.0,4,2.0,18.04246059641605,15.878,15.878,0.1363182136551233,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,24.685676631978914,38.76446059641606
debate,frontier_positive,frontier_and_phase,0.35,5.0,4,2.0,43.47087969665091,31.85,31.85,0.3648627848242043,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,60.41471865166174,96.7048796966509
reflection,frontier_positive,frontier_only,0.35,5.0,4,2.0,26.225402991152727,21.652136797497043,21.652136797497043,0.21121546738908226,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,21.652136797497043,37.38340299115273
iterative,weak,weak,0.35,5.0,4,2.0,91.688,56.44058448538435,56.44058448538435,0.624504792712471,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,56.44058448538435,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,5.0,4,2.0,31.31446547378954,24.798000000000002,24.798000000000002,0.26278189667672947,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,46.63698152191878,72.9549595810636
trading,frontier_positive,frontier_only,0.35,5.0,4,2.0,78.1524731822411,73.536,73.536,0.06277841033291298,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,139.02205829932132,226.47626459384878
software_dev,frontier_positive,frontier_only,0.35,5.0,4,2.0,43.4219722283113,35.22,35.22,0.23287825747618673,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,58.3390091707622,94.59886903427599
mapreduce,frontier_positive,frontier_only,0.35,5.0,8,0.8,17.06437318107483,15.878,15.878,0.07471804894034717,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,19.36798933127208,17.70646059641605
debate,frontier_positive,frontier_and_phase,0.35,5.0,8,0.8,42.30529016562469,31.85,31.85,0.3282665672095664,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,47.40042753300003,43.00687969665091
reflection,frontier_positive,frontier_only,0.35,5.0,8,0.8,24.254906923911605,16.987922216801262,16.987922216801262,0.42777360376204254,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,16.987922216801262,25.869402991152732
iterative,weak,weak,0.35,5.0,8,0.8,91.688,44.282385063230635,44.282385063230635,1.0705298476827543,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,44.282385063230635,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,5.0,8,0.8,30.332930353350857,24.798000000000002,24.798000000000002,0.2232006755928242,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,36.590634076002075,31.31446547378954
trading,frontier_positive,frontier_only,0.35,5.0,8,0.8,46.028944599790236,46.86800000000001,46.86800000000001,-0.01790252198109099,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,109.0744961985225,82.1704731822411
software_dev,frontier_positive,frontier_only,0.35,5.0,8,0.8,41.48409675545385,35.22,35.22,0.1778562395074914,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,45.77185888243274,43.851972228311304
mapreduce,frontier_positive,frontier_only,0.35,5.0,8,1.5,17.06437318107483,15.878,15.878,0.07471804894034717,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,19.36798933127208,17.70646059641605
debate,frontier_positive,frontier_and_phase,0.35,5.0,8,1.5,42.30529016562469,31.85,31.85,0.3282665672095664,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,47.40042753300003,43.00687969665091
reflection,frontier_positive,frontier_only,0.35,5.0,8,1.5,24.254906923911605,16.987922216801262,16.987922216801262,0.42777360376204254,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,16.987922216801262,25.869402991152732
iterative,weak,weak,0.35,5.0,8,1.5,91.688,44.282385063230635,44.282385063230635,1.0705298476827543,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,44.282385063230635,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,5.0,8,1.5,30.332930353350857,24.798000000000002,24.798000000000002,0.2232006755928242,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,36.590634076002075,31.31446547378954
trading,frontier_positive,frontier_only,0.35,5.0,8,1.5,46.028944599790236,46.86800000000001,46.86800000000001,-0.01790252198109099,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,109.0744961985225,73.60685574068141
software_dev,frontier_positive,frontier_only,0.35,5.0,8,1.5,41.48409675545385,35.22,35.22,0.1778562395074914,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,45.77185888243274,43.851972228311304
mapreduce,frontier_positive,frontier_only,0.35,5.0,8,2.0,17.06437318107483,15.878,15.878,0.07471804894034717,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,19.36798933127208,17.70646059641605
debate,frontier_positive,frontier_and_phase,0.35,5.0,8,2.0,42.30529016562469,31.85,31.85,0.3282665672095664,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,47.40042753300003,43.00687969665091
reflection,frontier_positive,frontier_only,0.35,5.0,8,2.0,24.254906923911605,16.987922216801262,16.987922216801262,0.42777360376204254,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,16.987922216801262,25.869402991152732
iterative,weak,weak,0.35,5.0,8,2.0,91.688,44.282385063230635,44.282385063230635,1.0705298476827543,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,44.282385063230635,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,5.0,8,2.0,30.332930353350857,24.798000000000002,24.798000000000002,0.2232006755928242,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,36.590634076002075,31.31446547378954
trading,frontier_positive,frontier_only,0.35,5.0,8,2.0,49.62748617513177,46.86800000000001,46.86800000000001,0.05887783082554754,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,109.0744961985225,71.4844731822411
software_dev,frontier_positive,frontier_only,0.35,5.0,8,2.0,41.48409675545385,35.22,35.22,0.1778562395074914,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,45.77185888243274,43.851972228311304
mapreduce,frontier_positive,frontier_only,0.35,5.0,16,0.8,16.296981348645172,15.195816437549995,15.195816437549995,0.07246500480053952,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,15.195816437549995,17.70646059641605
debate,frontier_positive,frontier_and_phase,0.35,5.0,16,0.8,41.3907871549066,31.85,31.85,0.29955375682595275,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,37.18962167589913,43.00687969665091
reflection,frontier_positive,frontier_only,0.35,5.0,16,0.8,22.70888704458613,13.328453627609186,13.328453627609186,0.7037900779086537,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,13.328453627609186,25.869402991152732
iterative,weak,weak,0.35,5.0,16,0.8,91.688,34.743255137551344,34.743255137551344,1.6390158215457888,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,34.743255137551344,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,5.0,16,0.8,29.562833506327493,24.798000000000002,24.798000000000002,0.19214587895505653,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,28.708429627990192,31.31446547378954
trading,frontier_positive,frontier_only,0.35,5.0,16,0.8,34.566523699352906,33.946,33.946,0.018279729551431867,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,85.57811520346033,54.52447318224111
software_dev,frontier_positive,frontier_only,0.35,5.0,16,0.8,39.96367047574574,35.22,35.22,0.13468683917506352,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,35.91187261033086,43.851972228311304
mapreduce,frontier_positive,frontier_only,0.35,5.0,16,1.5,16.296981348645172,15.195816437549995,15.195816437549995,0.07246500480053952,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,15.195816437549995,17.70646059641605
debate,frontier_positive,frontier_and_phase,0.35,5.0,16,1.5,41.3907871549066,31.85,31.85,0.29955375682595275,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,37.18962167589913,43.00687969665091
reflection,frontier_positive,frontier_only,0.35,5.0,16,1.5,22.70888704458613,13.328453627609186,13.328453627609186,0.7037900779086537,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,13.328453627609186,25.869402991152732
iterative,weak,weak,0.35,5.0,16,1.5,91.688,34.743255137551344,34.743255137551344,1.6390158215457888,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,34.743255137551344,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,5.0,16,1.5,29.562833506327493,24.798000000000002,24.798000000000002,0.19214587895505653,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,28.708429627990192,31.31446547378954
trading,frontier_positive,frontier_only,0.35,5.0,16,1.5,34.566523699352906,33.946,33.946,0.018279729551431867,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,85.57811520346033,44.96447318224111
software_dev,frontier_positive,frontier_only,0.35,5.0,16,1.5,39.96367047574574,35.22,35.22,0.13468683917506352,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,35.91187261033086,43.851972228311304
mapreduce,frontier_positive,frontier_only,0.35,5.0,16,2.0,16.296981348645172,15.195816437549995,15.195816437549995,0.07246500480053952,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,15.195816437549995,17.70646059641605
debate,frontier_positive,frontier_and_phase,0.35,5.0,16,2.0,41.3907871549066,31.85,31.85,0.29955375682595275,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,37.18962167589913,43.00687969665091
reflection,frontier_positive,frontier_only,0.35,5.0,16,2.0,22.70888704458613,13.328453627609186,13.328453627609186,0.7037900779086537,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,13.328453627609186,25.869402991152732
iterative,weak,weak,0.35,5.0,16,2.0,91.688,34.743255137551344,34.743255137551344,1.6390158215457888,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,34.743255137551344,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,5.0,16,2.0,29.562833506327493,24.798000000000002,24.798000000000002,0.19214587895505653,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,28.708429627990192,31.31446547378954
trading,frontier_positive,frontier_only,0.35,5.0,16,2.0,34.566523699352906,33.946,33.946,0.018279729551431867,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,85.57811520346033,44.96447318224111
software_dev,frontier_positive,frontier_only,0.35,5.0,16,2.0,39.96367047574574,35.22,35.22,0.13468683917506352,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,35.91187261033086,43.851972228311304
mapreduce,frontier_positive,frontier_only,0.5,0.0,4,0.8,12.19,15.878,15.878,-0.2322710668849981,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,20.051,15.968000000000002
debate,frontier_positive,frontier_and_phase,0.5,0.0,4,0.8,27.455,31.85,31.85,-0.13799058084772375,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,49.072,37.774
reflection,frontier_positive,frontier_only,0.5,0.0,4,0.8,14.508,14.225999999999999,14.225999999999999,0.019822859552931282,static_split_resource,static_split_resource,static_split_resource,2,21.938,21.938,17.587,14.225999999999999
iterative,weak,weak,0.5,0.0,4,0.8,91.688,45.844,45.844,1.0,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,45.844,45.844
parallel_chains,frontier_positive,frontier_only,0.5,0.0,4,0.8,21.097,24.798000000000002,24.798000000000002,-0.14924590692797812,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,37.881,29.464000000000002
